"","raz_social","X","id","nom_estab","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","ctarfc"
"262","HOTELERA MARLOWE SA DE CV",423,6257036,"HOTEL MARLOWE",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","INDEPENDENCIA","CALLE","REVILLAGIGEDO","CALLE","LUIS MOYA","AVENIDA","JUÁREZ",17,"","","",0,"","COLONIA","CENTRO","","","",6050,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","748",12,NA,"MARLOWE@PRODIGY.NET.MX","WWW.HOTELMARLOWE.COM.MX","Fijo",19.43302581,-99.14223803,"2010-07","HMA910419K37"
"263","HOTELERA MEXICANA CIEN METROS",237,6306470,"HOTEL DEL DORADO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","Central (Lázaro Cárdenas)","CALLE","Margarita Maza de Juárez","AVENIDA","Miguel Othón de Mendizabal Oriente","AVENIDA","Central",1021,"","","",0,"","COLONIA","NUEVA INDUTRIAL VALLEJO","","","",7700,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","525",3,NA,"","","Fijo",19.50708176,-99.15118755,"2010-07","HMC770128VD6"
"264","HOTELERA MONTEVIDEO SA DE CV",459,6324880,"HOTEL MONTEVIDEO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","5 NORTE (MONTEVIDEO)","CALLE","NORTE 35","PRIVADA","NORTE 27-A","CALLE","LINDAVISTA",33,"","","",NA,"","COLONIA","TEPEYAC INSURGENTES","","","",7020,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1260",9,NA,"HMONTEVIDEO@LIVE.COM.MX","WWWHOTELMONTEVIDEO.MX","Fijo",19.48591233,-99.12055633,"2010-07","HMO0212167R2"
"265","HOTELERA MOSQUETA SA DE CV",479,6259233,"HOTEL NORTE",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","GRAL.IGNACIO ZARAGOZA","EJE VIAL","1 NORTE (MOSQUETA)","CALLE","DEGOLLADO","EJE VIAL","1 PONIENTE (GUERRERO)",155,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","502",7,NA,"H_NORTE@HOTMAIL.COM","","Fijo",19.44569592,-99.14873336,"2010-07","HMO911003RA8"
"266","HOTELERA MUIÑOS SA DE CV",729,6317410,"LIEBE HOTEL & VILLAS",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","REVOLUCIÓN","CALLE","MERCADERES","CALLE","DIEGO BECERRA","CALLE","SAGREDO",1122,"","","",0,"SN","COLONIA","SAN JOSÉ INSURGENTES","","","",3900,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","090A",5,NA,"HOTEL.LIEBE@LIVE.COM.MX","","Fijo",19.3661884,-99.18863571,"2014-12","HMU050311HK2"
"267","HOTELERA NACIONAL",463,6317888,"HOTEL MOTEL PIRAMIDES",721113,"Moteles","31 a 50 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","ELEUTERIO MENDEZ","CALLE","SANTA CRUZ","CALLE","RAFAEL MARTINEZ RIP RIP",1176,"","","",NA,"","COLONIA","SAN SIMON TICUMAN","","","",3660,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","632",29,5555329596,"HOTELNARVARTE@GMAIL.COM","WWW.HOTELMOTELPIRAMIDES.COM.MX","Fijo",19.3735198,-99.14913923,"2010-07","HNA650819SE6"
"268","HOTELERA NAVAL SA DE CV",468,6259009,"HOTEL NAVAL",721111,"Hoteles con otros servicios integrados","0 a 5 personas","EJE VIAL","2 ORIENTE (HEROICA ESCUELA NAVAL MILITAR)","PRIVADA","LUIS DE LA ROSA","PRIVADA","LEÓN GARCÍA","CALLE","RAMÓN RIVERA FERNÁNDEZ",625,"","","",NA,"","COLONIA","PRESIDENTES EJIDALES SEGUNDA SECCIÓN","","","",4470,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","1707",9,NA,"","WWW.HOTELNAVAL.COM.MX","Fijo",19.32529251,-99.12484634,"2011-03","HNA0811055V7"
"269","HOTELERA OLIMPO SA DE CV",484,6306639,"HOTEL OLIMPO",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","3 NORTE (NOÉ)","CALLE","OTILIA","CALLE","MARTHA","CALLE","SAMUEL",90,"","","",90,"","COLONIA","GUADALUPE TEPEYAC","","","",7840,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","181A",22,NA,"CONTACTO@HOLIMPO.MX","","Fijo",19.46649031,-99.1193456,"2010-07","HOL880225IT1"
"270","HOTELERA ORIENTE SA DE CV",490,6325346,"HOTEL ORIENTE",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","10","CALLE","9","CALLE","7","CALLE","12",4307,"","","",NA,"","COLONIA","AGUILERA","","","",2900,9,"CIUDAD DE MÉXICO",2,"Azcapotzalco",1,"Azcapotzalco","557",6,NA,"","","Fijo",19.47234549,-99.15632049,"2010-07","HOR920226NG1"
"271","HOTELERA PARMA SA",523,6304143,"HOTEL PLAZA MADRID",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","MADRID","CALLE","PARÍS","CALLE","MAESTRO ANTONIO CASO","CALLE","MAESTRO ANTONIO CASO",13,"","","",NA,"","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",13,NA,"CONTADOR@PLAZAMADRIDHOTEL.COM","WWW.PLAZAMADRIDHOTEL.COM","Fijo",19.43342465,-99.15676879,"2010-07","HPA701030IQ1"
"272","HOTELERA PARMA SA",656,6258681,"HOTEL UXMAL",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","MADRID","CALLE","MAESTRO ANTONIO CASO","CALLE","PARÍS","OTRO (ESPECIFIQUE)","NINGUNO",13,"","","",0,"","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",13,NA,"CONTADOR@PLAZAMADRIDHOTEL.COM","WWW.PLAZAMADRIDHOTEL.COM","Fijo",19.43348082,-99.15665309,"2010-07","HPA701030IQ1"
"273","HOTELERA PATRIOTISMO SA DE CV",695,6308224,"HOTEL Y VILLAS PATRIOTISMO",721113,"Moteles","51 a 100 personas","CIRCUITO","INTERIOR (AVENIDA PATRIOTISMO)","CALLE","JOSÉ MARTÍ","CALLE","AVENIDA PROGRESO","CALLE","COMERCIO",53,"","","",NA,"","COLONIA","ESCANDÓN","","","",11800,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","118A",1,NA,"PATRIOTISMOHOTEL@PRODIGY.NET.MX","","Fijo",19.40349997,-99.17861336,"2010-07","HPA000204N33"
"274","HOTELERA PENSIL SA DE CV",511,6325352,"HOTEL PENSIL",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","LAGO BOLSENA","CALLE","LAGO HIELMAR","CALLE","LAGO LADOGA","CALLE","LAGO LADOGA",21,"","","",0,"","COLONIA","MODELO PENSIL","","","",11450,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","393",22,NA,"HOTELPENSIL@PRODIGY.NET.MX","","Fijo",19.44649183,-99.19092412,"2010-07","HPE960628DR6"
"275","HOTELERA PLAZA DALI SA DE CV",96,6309533,"HOLIDAY INN MEXICO DALI AEROPUERTO-PLAZA DALI",721111,"Hoteles con otros servicios integrados","101 a 250 personas","AVENIDA","RÍO DE LA PIEDAD","CALLE","TERRAPLÉN DE RÍO FRÍO","CALLE","10 DE DICIEMBRE","CALLE","GUILLERMO PRIETO",260,"","","",0,"","COLONIA","MAGDALENA MIXHUCA","","","",15860,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","1416",8,NA,"CONTA@HIMEXDALIAEROPUERTO.MX","","Fijo",19.40573207,-99.11918637,"2010-07","HPD910125GX0"
"276","HOTELERA PLAZA DALI SA DE CV",92,6307135,"HOLIDAY INN CIUDAD DE MÉXICO PLAZA DALI",721111,"Hoteles con otros servicios integrados","0 a 5 personas","EJE VIAL","1 NORTE  AVENIDA HANGARES DE AVIACIÓN FUERZA AÉREA MEXICANA","CIRCUITO","BICENTENARIO  BOULEVARD PUERTO AÉREO","CALLE","SANTOS DUMONT","AVENIDA","VÍA TAPO  602",0,"SN","","",NA,"","COLONIA","PEÑÓN DE LOS BAÑOS","","","",15620,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","140",1,NA,"CONTA@HIMEXDALIAEROPUERTO.MX","","Fijo",19.41772848,-99.07849463,"2010-07","HPD910125GX0"
"277","HOTELERA REVOLUCION SA DE CV",566,6325196,"HOTEL REVOLUCION",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","PRIMERO DE MAYO","CALLE","HÉROES DE PADIERNA","CALLE","HÉROES DE 1810","CALLE","TRÁNSITO",2,"","","",0,"","COLONIA","TACUBAYA","","","",11870,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1194",8,NA,"HOTELREVOLUCIONFAC@GMAIL.COM","","Fijo",19.39877091,-99.18524402,"2010-07","HRE990618GCA"
"278","HOTELERA REX SA DE CV",567,6323639,"HOTEL REX",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","CASA DEL OBRERO MUNDIAL","CALLE","ARAGON","VIADUCTO","PRESIDENTE MIGUEL ALEMAN","CALLE","LA CORUÑA",937,"","","",NA,"","COLONIA","ALAMOS","","","",3400,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","30",22,NA,"","","Fijo",19.40270401,-99.13728082,"2010-07","HRE9312142DA"
"279","HOTELERA ROYALTY SA",585,6259159,"HOTEL ROYALTY",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","JESUS DE TERAN","CALLE","IGNACIO MARISCAL","CALLE","TOMAS ALVA EDISON","CALLE","TOMÁS ALVA EDISON",91,"","","",NA,"","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",2,NA,"","","Fijo",19.43688287,-99.15078555,"2010-07","HRO700421IH9"
"280","HOTELERA RUBI SA DE CV",605,6325409,"HOTEL SEOUL",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","FERROCARRIL DE CINTURA","CALLE","HEROE DE NACOZARI","CALLE","LECUMBERRI","CALLE","NICOLÁS BRAVO",79,"","","",NA,"","COLONIA","ZONA CENTRO","","","",15100,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","367",12,NA,"","","Fijo",19.43668789,-99.1212849,"2010-07","HRU9206054Y2"
"281","HOTELERA SAN ANTONIO SA DE CV",439,6325270,"HOTEL MEXICALI",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALZADA","SAN ANTONIO ABAD","EJE VIAL","3 SUR (JOSÉ PEÓN CONTRERAS)","CALLE","JUAN HERNÁNDEZ Y DÁVALOS","CALLE","MARCELINO DÁVALOS",285,"","","",0,"","COLONIA","ALGARIN","","","",6880,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1498",28,NA,"","WWW.HOTELMEXICALI.COM","Fijo",19.40766017,-99.13603338,"2010-07","HSA840301SI0"
"282","HOTELERA SAN JERONIMO SA DE CV",114,6259230,"HOTEL AMBAR",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","SAN JERONIMO","CALLE","CORREO MAYOR","AVENIDA","JOSE MARIA PINO SUAREZ","AVENIDA","JOSÉ MARÍA IZAZAGA",105,"","","",NA,"","COLONIA","CENTR0","","","",6090,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","907",19,NA,"","","Fijo",19.42642222,-99.13263361,"2010-07","HSJ9902048L0"
"283","HOTELERA TACUBAYA SA DE CV",628,6315527,"HOTEL TACUBAYA DRIVE INN",721111,"Hoteles con otros servicios integrados","31 a 50 personas","VIADUCTO","PRESIDENTE MIGUEL ALEMÁN","CALLE","CERRADA TRÁNSITO","CALZADA","CALZADA DE BECERRA","AVENIDA","JALISCO",29,"","","",0,"","COLONIA","TACUBAYA","","","",11870,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1194",8,NA,"AGUSTIN.ALVAREZ.E@HOTMAIL.COM","","Fijo",19.39945721,-99.18638023,"2010-07","HTA930125KX2"
"284","HOTELERA TICOMAN SA DE CV",634,6306494,"HOTEL TICOMAN PLAZA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALZADA","TICOMÁN","CALLE","BANDERA","CALLE","HIMNO NACIONAL","CALLE","CONSTITUCIÓN DE 1810",3461,"","","",0,"","COLONIA","SANTA MARÍA TICOMAN","","","",7330,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","559",17,NA,"TICOMANPLAZAHOTEL1@HOTMAIL.COM","","Fijo",19.51417982,-99.13501207,"2010-07","HTI940615979"
"285","HOTELERA TOUZA SA DE CV",360,6257296,"HOTEL JUAN DIEGO",721113,"Moteles","11 a 30 personas","AVENIDA","INSURGENTES NORTE","CALLE","TLACAMICHIN","CALLE","TLAZOLTEOTL","CALLE","NINGUNO",1917,"","","",NA,"","COLONIA","TEPEYAC INSURGENTES","","","",7020,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1129",8,NA,"CASTILLOLEON@MSN.COM","","Fijo",19.49043787,-99.12012558,"2014-12","HTO070418QQ1"
"286","HOTELERA UNIVERSO",653,6694058,"HOTEL UNIVERSO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","EJE VIAL","1 ORIENTE (ANILLO DE CIRCUNVALACION)","CALLE","MANZANARES","CALLE","REPUBLICA DE URUGUAY","CALLE","TERCER CALLEJÓN MANZANARES",304,"","","",NA,"","COLONIA","CENTRO","","","",6060,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","911",22,NA,"","","Fijo",19.42964747,-99.12513851,"2016-01","HUN9811038P5"
"287","HOTELERA VIADUCTO SA DE CV",257,6325298,"HOTEL EJE",721113,"Moteles","11 a 30 personas","CALLE","DOCTOR ROBERTO SOLÍS QUIROGA","VIADUCTO","PRESIDENTE MIGUEL ALEMÁN","CALLE","DOCTOR IGNACIO BARAJAS LOZANO","CALLE","DOCTOR BARRAGÁN",213,"","","",NA,"","COLONIA","BUENOS AIRES","","","",6780,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1483",20,NA,"HOTELEJE@HOTMAIL.COM","","Fijo",19.40412217,-99.14591035,"2010-07","HVI030806GR2"
"288","HOTELERA VILLA DE MADRID SA DE CV",665,6325339,"HOTEL VILLA DE MADRID",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALZADA","CALZADA DE GUADALUPE","CALLE","ABEL","AVENIDA","FERROCARRIL INDUSTRIAL","AVENIDA","FERROCARRIL INDUSTRIAL",195,"","","",NA,"","COLONIA","7 DE NOVIEMBRE","","","",7840,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1773",12,NA,"HOTELVILLADEMADRID@GMAIL.COM","WWW.VILLADEMADRIDGRAND.COM.MX","Fijo",19.46215513,-99.12583397,"2010-07","HVM000508680"
"289","HOTELERA VILLARREAL SA DE CV",671,6325333,"HOTEL VILLA REAL",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALZADA","CALZADA DE GUADALUPE","CALLE","JOYAS","EJE VIAL","4 NORTE (AVENIDA TALISMAN)","CALLE","ACERINA",601,"","","",1,"","COLONIA","ESTRELLA","","","",7810,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1612",10,NA,"","","Fijo",19.47777754,-99.1197625,"2010-07","HVI0206123FA"
"290","HOTELERA XARAVEDRA SA DE CV",178,6325281,"HOTEL CANADA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","5 DE MAYO","CALLE","ISABEL LA CATÓLICA","CALLE","SEGUNDA CERRADA 5 DE MAYO","CALLE","FRANCISCO I. MADERO",47,"","","",0,"SN","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","771",16,5552129310,"AMEDINA@CENTRALHOTELES.COM.MX","WWW.HOTELCANADA.COM.MX","Fijo",19.43406172,-99.13563351,"2010-07","HXA030306QDA"
"291","HOTELERA Y OPERADORA SOL SA DE CV",613,6325188,"HOTEL SOL",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","EJE VIAL","3 NORTE (CUITLAHUAC)","EJE VIAL","1 PONIENTE (CALZADA VALLEJO)","CALLE","28","CALLE","17",23,"","","",NA,"","COLONIA","PRO HOGAR","","","",7780,9,"CIUDAD DE MÉXICO",2,"Azcapotzalco",1,"Azcapotzalco","415",24,NA,"","","Fijo",19.47335805,-99.14709867,"2010-07","HOS970106R73"
"292","HOTELERA ZARAGOZA SA DE CV",245,6259194,"HOTEL DETROIT",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","ZARAGOZA","CALLE","MINA","PRIVADA","SEGUNDA ZARAGOZA","EJE VIAL","1 PONIENTE (GUERRERO)",55,"","","",0,"","COLONIA","COL BUENA VISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","610",4,NA,"HOTELDETROIT55@GMAIL.COM","","Fijo",19.44081493,-99.14986897,"2010-07","HZA9310194H6"
"293","HOTELERIA TURISTICA INTEGRADA SA DE CV",710,6258088,"HOTIZ",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","POLANCO","CALLE","LAMARTINE","CALLE","EMERSON","AVENIDA","PRESIDENTE MASARYK",63,"","","",NA,"","COLONIA","CHAPULTEPEC POLANCO","","","",11560,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","783",6,NA,"CONTABILIDADPUERTA1@OUTLOOK.COM","WWW.PUERTADELMAR.COM","Fijo",19.43037037,-99.18941006,"2011-03","HTI920214TI1"
"294","HOTELES CAMINO REAL SA DE CV",706,6315141,"HOTELES CAMINO REAL",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","GENERAL MARIANO ESCOBEDO","CALLE","LAGO ALBERTO","CALLE","LAGUNA DE MAYRAN","CALLE","LEIBNITZ",700,"","","",NA,"","COLONIA","ANZURES","","","",11590,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","068A",22,NA,"BLANCA.CEBALLOS@GRUPOREALTURISMO.COM","","Fijo",19.42763073,-99.17948714,"2010-07","HCR820730GD4"
"295","HOTELES CARRIZO SA DE CV",594,6259075,"HOTEL SAN LORENZO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","ENNA","CALLE","ÁLAMOS","CALLE","NAVOJOA","CALLE","ZACANI",14,"","","",NA,"","COLONIA","SAN LORENZO XICOTÉNCATL","","","",9500,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","318",14,NA,"FACTURAS@HOTELSANLORENZO.COM.MX","WWW.HOTELSANLORENZO.COM.MX","Fijo",19.38046175,-99.02652462,"2010-07","HCA940801VC8"
"296","HOTELES CORAL SA DE CV",333,6713242,"HOTEL HISTORICO CENTRAL",721111,"Hoteles con otros servicios integrados","51 a 100 personas","CALLE","BOLÍVAR","CALLE","FRANCISCO I. MADERO","CALLE","5 DE MAYO","CALLE","MOTOLINÍA",28,"","","",0,"","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","767",3,NA,"INFO@HISTORICOCENTRAL.COM","WWW.CENTRALHOTELES.COM","Fijo",19.43323946,-99.1383189,"2016-01","HCO930709PC1"
"297","HOTELES FRIMONT SA SA",702,6305077,"HOTELE PLAZA REVOLUCION",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","JESÚS DE TERÁN","CALLE","CALLE DE LA REPÚBLICA","CALLE","TOMÁS ALVA EDISON","CALLE","JOSÉ DE EMPARAM",35,"","","",0,"","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",3,NA,"RESERVACIONES@HOTELPLAZAREVOLCUVION.COM","WWW.HOTELPLAZAREVOLUCION.COM","Fijo",19.43615364,-99.15092033,"2010-07","HFR5508167Z1"
"298","HOTELES GRAN CLASE SA DE CV",799,6258456,"PRESIDENTE INTERCONTINENTAL SANTA FE",721111,"Hoteles con otros servicios integrados","101 a 250 personas","AVENIDA","JUAN SALVADOR AGRAZ","AVENIDA","TAMAULIPAS","AVENIDA","TAMAULIPAS","PROLONGACION","VIALIDAD VASCO DE QUIROGA SEGUNDA ETAPA",97,"","CONDOMINIO PARAGON","SOTANO 1",NA,"","COLONIA","DESARROLLO SANTA FE","EDIFICIO COMERCIAL Y DE SERVICIOS","CONDOMINIO PARAGON","8B-2",5348,9,"CIUDAD DE MÉXICO",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","369",4,NA,"","WWW.PRESIDENTEICSANTAFE.COM","Fijo",19.35909229,-99.27840774,"2014-12","HGC050809588"
"299","HOTELES RODAVENTO SA DE CV",777,8724128,"OFICINA HOTELES RODAVENTO",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","GUILLERMO GONZÁLEZ CAMARENA","CALLE","ERNESTO DOMINGUEZ A.","CALLE","GUILLERMO GONZALEZ CAMARENA","AVENIDA","JAVIER BARROS SIERRA",500,"PB","","",0,"","COLONIA","SANTA FE","","","",1210,9,"CIUDAD DE MÉXICO",10,"Álvaro Obregón",1,"Álvaro Obregón","1542",41,NA,"SANDRA@GRUPORODAVENTO.COM","","Fijo",19.36704993,-99.26226479,"2019-11","HRO9709236Q7"
"300","HOTELES SHERATON S DE RL DE CV",817,6257096,"SHERATON MEXICO CITY MARÍA ISABEL HOTEL",721111,"Hoteles con otros servicios integrados","251 y más personas","AVENIDA","PASEO DE LA REFORMA","EJE VIAL","2 PONIENTE (RÍO TÍBER)","AVENIDA","PASEO DE LA REFORMA","CALLE","RÍO VOLGA",325,"","HOTEL SHERATON","PISO 2",0,"","COLONIA","CUAUHTEMOC","EDIFICIO COMERCIAL Y DE SERVICIOS","HOTEL SHERATON","2",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","930",7,NA,"JUAN.DELGADO1@SHERATON.COM","WWW.SHERATON.MARRIOTT.COM","Fijo",19.42781689,-99.16773471,"2010-07","HSH6905238BA"
"301","HOTELES Y CENTROS ESPECIALIZADOS SA SA",709,6315697,"HOTELES Y CENTROS ESPECIALIZADOS",721112,"Hoteles sin otros servicios integrados","101 a 250 personas","AVENIDA","CAMPOS ELISEOS","CALLE","ARQUÍMEDES","CALLE","JORGE ELLIOT","CALLE","ANDRÉS BELLO",223,"","","",NA,"","COLONIA","CHAPULTEPEC POLANCO","","","",11560,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","779",3,NA,"NORMA_ARMENTA@GRUPOPRESIDENTE.COM","","Fijo",19.42778295,-99.19355919,"2010-07","HCE790528V48"
"302","HOTELES Y RESTAURANTES UNIDOS SA DE CV",94,6736645,"HOLIDAY INN EXPRESS REFORMA",721111,"Hoteles con otros servicios integrados","0 a 5 personas","AVENIDA","PASEO DE LA REFORMA","CALLE","NAPOLES","CALLE","HAVRE","CALLE","HAMBURGO",208,"","","",NA,"","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","803",8,NA,"CONTABILIDAD@EXPRESSREFORMA.COM","WWW.IHG.COM","Fijo",19.42932502,-99.16160575,"2016-10","HRU020823LQ1"
"303","HOTELES Y VILLAS POSADAS SA DE CV",781,6786157,"ONE CIUDAD DE MÉXICO LA RAZA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","RIO CONSULADO","CALLE","SERIS","CALZADA","VALLEJO","AVENIDA","ANTONIO VALERIANO",130,"","","",NA,"","COLONIA","SANTA MARIA INSURGENTES","","","",6430,9,"CIUDAD DE MÉXICO",10,"Álvaro Obregón",1,"Álvaro Obregón","1542",36,NA,"","WWW.POSADAS.COM","Fijo",19.36673789,-99.26125474,"2017-03","ASO0408178B2"
"304","HOTELES Y VILLAS POSADAS SA DE CV",782,6812897,"ONE CIUDAD DE MÉXICO PATRIOTISMO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","INTERIOR (AVENIDA PATRIOTISMO)","CALLE","5","CALLE","5","VIADUCTO","22",229,"","","",0,"","COLONIA","SN PEDRO DE LOS PIN","","","",3800,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","187",26,NA,"VERONICA.AREVALO@POSADAS.COM","","Fijo",19.39599482,-99.1810346,"2017-11","ASO0408178B2"
"305","HOTELES Y VILLAS POSADAS SA DE CV",66,6317017,"FA SANTA FE",721111,"Hoteles con otros servicios integrados","51 a 100 personas","CALLE","3","AVENIDA","SANTA FE","AVENIDA","JAVIER BARROS SIERRA","CALLE","ANTONIO DOVALI JAIME",55,"","","",NA,"","COLONIA","LOMAS DE SANTA FE","","","",1219,9,"CIUDAD DE MÉXICO",10,"Álvaro Obregón",1,"Álvaro Obregón","1542",51,NA,"","","Fijo",19.36518925,-99.26267015,"2010-07","ASO0408178B2"
"306","HOTELES Y VILLAS POSADAS SA DE CV",783,8178830,"ONE CIUDAD DE MÉXICO PERIFÉRICO SUR",721111,"Hoteles con otros servicios integrados","31 a 50 personas","PEATONAL","GRAN SUR","OTRO (ESPECIFIQUE)","99","OTRO (ESPECIFIQUE)","99","OTRO (ESPECIFIQUE)","99",5530,"","","",0,"","COLONIA","PEDREGAL CARRASCO","","","",4700,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","1641",40,NA,"VERONICA.AREVALO@POSADAS.COM","","Fijo",19.30292587,-99.16548404,"2019-11","ASO0408178B2"
"307","HOTELES Y VILLAS POSADAS SA DE CV",75,6258460,"FIESTA INN CENTRO HISTÓRICO",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","JUÁREZ","CALLE","5","AVENIDA","3","CALLE","5",76,"","","",0,"","COLONIA","CENTRO","EDIFICIO COMERCIAL Y DE SERVICIOS","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","748",26,NA,"VERONICA.AREVALO@POSADS.COM","","Fijo",19.43500497,-99.14675823,"2010-07","ASO0408178B2"
